reviewId,content,score
88b6fb6c-e4bd-45f0-b806-423be0a6a12c,Not too much good not too much bad satisfactory,1
baea74b7-d717-4a82-9ba9-437d3b3bb2ee,Good 👍,5
19e85892-5f7a-4390-b45d-a467af1bfb48,Jai shri ram 🙏,1
6335946d-1c4a-4836-ae4d-c1dad206dd1f,Koi bhi ladki baat nahin karti hai is app per,4
76eeb0ae-8991-4d4d-aebd-368bd35254b0,Very nice app and very op level app,5
7e323014-0ce2-4c12-a5af-918ffb6a5f30,Good i love,5
dec8c2b2-41ca-4bd0-94eb-5f978c0f101b,Execelent,5
af5c0fe5-3d57-4897-95ca-dcb1301908e6,Great application,5
cd4bd495-4e67-4619-bfdc-1c9f2fd5baa3,Great Photos and videos app.,5
822aaa0f-0835-4563-9c2d-945b9e0afc4e,Very bad app because I am putting reel and post Eveready but even then not increasing follower and view and also the app doesn't tells about how to earn money on Instagram and how get Blue tick,1
e0a37fe7-1403-4c97-ae54-020ef1799e6e,HA MOJ HA,5
20d2cf76-9e14-4009-89d5-d37ba8eefc7d,Dri,5
2a225732-7b55-4185-8e04-98d3f24e5d77,nice wonderful app,5
bcfd2378-ecd8-4c84-abb1-16e77d69b9df,This is the best ❤️ social media app 😊 👍,5
7113c9dc-9b6a-49cb-ae64-670f769bd2e2,Best app innstagram,5
0363d2f5-8b90-40c8-be9f-7dd8843e6274,Nice,4
e2cf8abd-8d54-4d07-b022-87442fe211d1,Mast aap hai item ke liye ❤️❤️❤️🌹🌹💋💋💋,5
4eca9b92-8e3a-4f31-9c24-0d51c9e8398a,best social media app.,5
0d42d4a2-0c3c-4814-af80-0951d202c8b9,کیری خوبه,5
7cc1c0f0-7e29-4be8-b1ba-1718ef477782,Nice the app Best fetcher On the application And moj masti Dost bhi mil Jaate hain. Bahut achha app hai. Mere ko to bahut achhha laga yah app. Is .,5
0c9d0e17-6161-4ec1-ad8b-fc16cc2948d9,Very nice app❤️,5
cdba81b3-8786-4abc-8001-4c3818dc89b0,Owsam,5
1a53dbca-fb4c-424a-95c8-19f7ece15a1a,Very nice,5
b9d6ef05-76da-4572-a19e-e23220720425,Nice,5
7e0b5890-cfb7-4d46-b887-aa20074614e1,Good,2
ddd3b5ca-b46f-4096-b9cd-957058798aef,FOLLOW nikhil_boban._.___,5
1b103bb9-6953-480a-b726-0ef5400ef67b,I love it,1
faecb336-1064-43ac-91e7-56a284fbcc7f,Can't see NOTES section on my insta account,1
0624e77f-1a3f-4fa9-93d4-143064a9c543,Perfect❤️‍🔥,5
9e067c4e-e80c-4310-ba68-ed4852bdb13b,Beast application,4
2489e0c7-b3c8-4f9d-bf9b-e777ca5af9a1,👍🏻💯,5
1cdc67ec-d7c9-4f79-9f84-d639911b50f7,Super,5
91022cfe-9181-4b7f-8f38-525986d1a116,Meri I'd kha gaye ye app bakwass,1
72a23e90-8a5f-4ed6-80d2-7bca1be5672c,Favourite,1
adb9112b-8dc8-4be1-8eed-07b86db79023,Super,1
64cb9a42-3984-447e-aaf8-192aa25b88aa,Bekar 🥴🤮,1
3ac78da0-0fca-4fe2-813f-42a4cd3b8f85,Nice app,5
2b058869-45fe-4a75-be56-4e0f9da27cdf,👍,5
ebeab170-bce4-4273-906c-db8f2ba245f1,Instagram that was really nice application for all kind,5
b3c704d3-f992-4eca-9698-e72eff151566,I can love you insta,5
ad9bc358-387d-4272-858d-12f9286e402d,Awesome pics,5
83ea55d4-f6b7-4872-ae7a-2d53633d6226,All 👍😊,5
08769f47-c496-4ccc-a411-32f0c8f24592,Not Good,5
6ab3a504-df6b-44b9-b15a-d8de04befdde,Very good,5
c4976398-5d0f-4a39-a507-8d6d2c8af66c,Nice Good,5
76a1846f-a3d1-48cc-9c74-6dc4bda18a2e,Not good,1
dadca980-e156-4fa7-b0de-6407765b13da,Nice,5
7073bd8f-af69-4856-ad46-8c981ef8b17a,O app está desligando meu celular enquanto vejo vídeos reels nos grupos,2
f4f56a8f-5916-43b4-b202-d28fe2a89005,Super mind blowing,5
9f00ef0a-31a4-405d-a623-682b6fadda2c,I have used social media to reach the entire world & it has become a very integral career tool. As well as a tool to reach people all around the world.,5
ba4621e5-0cde-4a18-a00e-ac6e5933d156,😊 ty,5
042cb592-4c25-498c-b390-c12e73712865,"This app stops working anytime and network issue keeps coming again and again, sometimes the server of the app gets down.",1
a1041b76-87b9-4a2d-908f-bf2c8cb802ef,Superb Instagram,5
38894fb3-553f-42f0-89b2-bab61bf2a931,Nice u,4
52de5098-b3a3-450c-9734-89361260a351,Very nice 👌,5
85835411-462b-470e-91b8-96ce749e3050,Good👍,5
24ef51d7-4083-4852-8e19-e5f4eb780d2e,نایس,5
2a51cc13-ce96-4ed5-b665-f5034be470aa,U are so famous app insta gra m,5
89f6b0f3-919d-4b5b-9cc7-55b990fd23c4,Best social media💠,5
12d0149a-cde6-4eae-a74f-8d98a8d6bae6,It wonder full app X,3
d60e039b-71a2-4bd7-ab18-00c530023657,Good but wives not,5
c57c210d-9c36-4cfe-a0bf-7406b2dc07f9,Hzhsue bro nd,5
23642c40-9429-4143-a186-e53faaa7b7f4,Zr,2
86331556-82ca-48c6-a241-8149206ed6ee,IG crops photos. Feeds is a joke now. They need live customer service,1
d30f86b9-765f-4d0a-b87f-4749742b3eda,Awesome,5
278023a1-ca77-4e9f-9b8b-cafa8fc70f8d,Jitendra Kumar dewasi students,5
8a1db235-0a8f-41d4-b724-9bc00a68af6e,Super 😘😘😘,5
3721d253-d43e-4c7f-a3f7-f26670ec9071,"Only one problem I have my frds chat wit me , but I don't swipe the msg and reply so, pls correct the problem ☺️",5
5ed275c3-b115-4794-aa12-9d1c364f0206,Worst App too much time consuming damaging youths fucher,1
fd0f2807-4fb4-49d2-b406-b08ffc6d4007,😃😃😃😃😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,5
104abaca-d42b-45eb-b9db-9cd9885b86d4,Nice प्लेटफार्म,5
ade6c882-64ea-405e-870a-0c2e33852244,Very good,4
61d93a90-d059-46b7-b51b-53eed5241f69,ᴏꜰꜰɪᴄᴀʟ ꜱᴀʜɪʟ ᴄʜʜᴀɴᴄʜʜɪyᴀ,4
f584186a-7bc3-416d-9512-63cdee720b47,"I love using this app, it's really amazing and nice... But I only wish I'll be able to swipe on messages to reply.",4
0855aeaa-7534-468b-8b90-56764c379bd6,"For about a week the feed has only been showing the same old posts. I've tried logging out and back in, uninstalling and reinstalling, all without results",1
d0064ddd-5312-431a-a91a-55d07f16a22e,Sj,4
9c564f99-1b93-46c3-944d-5ae2a493af00,Distroying peoples mind,1
ab9ca5fb-de60-4032-98b9-b2e8bff3a812,Teri maa chuda me hu lala karodia,5
779feed2-3604-4d08-9645-ac7e51dc15f4,I love this,5
16f42c9e-6f1b-405c-9709-48c2ee9e071b,I am unable to add website link in bio.,3
a90190bb-9186-4fe2-bab9-d76b38a50291,Nyc👌,5
27889513-64ff-4117-9528-e1cdc8edbe62,This is the World's Best app 😎😎😎♥️♥️🔥🔥🔥🔥,5
7e7d2125-4e09-4ba3-8bd2-96d21f8bc86f,برنامج جميل,5
62f125a0-4123-4c62-bdf6-b4d20daf15d9,"In general, it is a useful program, but due to restrictions, this program is unfortunately filtered in our country and it is not easily accessible 💔🥲",1
a3ab4949-8143-4cab-a6c6-cadcb35aa49d,Time waste,2
b7537e6c-d953-43ee-bf26-57fcedac74d8,Superb 💟💟💟💟💟,5
ce448432-e440-47f8-9199-eb1312a63ca3,Not bad,4
ce0f7558-5502-4812-b4de-14726e8e823a,Excellent,5
0041689b-27d3-4dc4-9ccd-8deac62b9db6,Network issue,1
f67befa4-4bda-43ff-9281-ca817c3d9fba,Good reel..,4
6c99c8e1-ea2c-4a4c-9d62-c0c1501260a3,So cute app,5
2e1e22b3-30d4-4697-9317-2b2d2bcca6d7,Reaction issue not working reaction emoji,1
2337484f-ee4d-445d-afd0-af960ddaae19,All tym fav but mummy papa se daat khilwata h😂❤️,5
0cc131f7-cb67-4b3e-8e9d-53761cb811d0,Instagram is not working properly since past week......it is happening frequently I need help can Instagram consider my problem??,1
d71a4e7a-556e-4cc9-a112-3a1897cde19d,Good,1
339d8ebe-7d06-49b9-bf4a-aef2dbc198ea,😡😡😡به هیچ عنوان نریزید,5
28ad116d-2501-406a-97d3-e0122b5f97db,Menaka Tiria,2
4978250f-8478-422d-9d46-b3fd7ae002e4,I really enjoy using this app,5
90976a53-a114-4017-ad5b-a21652e72cd5,Instagram Good app,5
60b489b6-2b77-41ac-aaf3-7fe31f32f013,Awesome app it is give the opportunity to make influencers.,5
309a6a96-e0ee-45e8-bbca-ec5a666c87c0,Superb,5
3f38ddb2-319c-4451-90f3-08cd09545a28,Best app,5
563e8ad0-f6f7-46b0-a518-79055d765ddf,Good experienced,5
45e25564-d4ae-436c-abf0-01bce334fdf8,Habibi come to Instagram,1
f7ab9ffe-da7c-4db8-9f9e-7b93583bfeb6,"Each new update is adding more ads, that's all !!!!!",2
573f2587-5910-43c2-a8cc-355b043dab4e,Good,4
814c2cf9-8cc4-4bcf-bb5c-d39859459498,Fake app abhi tk 1 bhi ldki set naa huii iss app se install mt kro isne,1
a7402f08-b86b-424a-9bf3-c88393e7ad3b,I don't have note errr,4
66d7875a-ec00-45d9-85ed-4567f52c05b2,Messaging update doesn't exist,1
36270fae-c2fd-41b0-96e7-d69dfd705038,VeryVeryVeryVeryVerygoodgood app,5
78e8f6e8-d7f6-47b3-b979-b84636da2ef8,Op,4
bf1b0e83-7f61-47f6-8013-5dad50391d9a,After last update it works for 2-3 seconds and stops working after that. Tired now,1
be3f9f91-b6f1-4440-8858-91f4788af31f,Superb app,5
47f16d58-b1b9-45c8-bdf5-29a49f83fa42,🤘🤘🤘🤟🤟🤟,5
233878a0-42a0-4994-a6ff-a5df1b11e507,Suiiiii,5
948d9f98-fc96-4004-a04a-ad20944c545b,Best app from all type,5
10990eef-fc4b-427f-a11b-cd8b26731505,I am having trouble with log in its saying incorrect password. I have changed the password also even then it's not helping me log in. And when I am trying to log in through Facebook it's saying try after some time. Help,3
df55d1ac-f101-46f7-96d7-db0eefab9033,I can't use the new chat thing eventho I have updated the app,4
a604c7eb-5117-4259-962d-4114f5462dae,👍,4
b3449bf3-71f5-43c3-addd-f257e7ae62bc,So good 💙,5
19dd4a26-09e7-44c1-98f2-2cdffb0a8f47,I love this app because in this app lots of fun are there and creative reels are there and i enjoy the app 💟❤️😍,5
bf2e4186-a760-46bb-8400-d1d28663eb0b,Instagood,5
9b9b5d4a-b9bd-4566-ad8f-f22288f7bf71,Superb app,5
2aced307-8126-47d8-838d-c3d5630dd156,"Even though i use lateta version of app, i cannot reply by mentioning(targeting) a message. How cna i solve it?",4
82026613-b018-42b4-9b9c-c19341fe8c27,Hamesha kuch na kuch problem hota hi rahta,1
3d0f07f8-a9ac-450d-bc75-b928de7f2ad9,Superb,5
7e97c4c4-c405-4b37-8f30-4d93e3663154,I don't follow blue tick accounts but they keep showing on my account.. How? Showing results that i followed them but i haven't..as well as my account is not hacked or anything. Previously INSTAGRAM was way much better than what it is now.,2
a3ac5aa5-a842-40d7-87c1-8eadacfbb8cb,"Whatever algorithm this thing runs on needs to just stop. Your ads are absolute garbage, like pure clickbait garbage with zero filter. And whatever you've set for refresh or what content actually shows, just stop assuming what I want to see. Let me see the people I follow and stop trying to act like your programming knows what I want. The future of tech is so screwed if this is any indication.",2
454126ca-c008-4e70-b65b-aee5f23b667f,❤️‍🔥❤️‍🔥,5
01b660ac-73b1-4658-a29a-5e9ddd49daea,Now the password is Right but not I'd open my account,1
cb784d53-0a58-4e15-a54a-66054b1f69f4,It has many bugs Like swipe to reply option not working...,5
6266483b-19e0-46be-aded-ad613883ca74,Not working even if my internet speed is high. Please fix this,2
1dd0dece-8900-488b-a2e9-951284404473,East or West Instagram is the Best😎🤩,5
25df5c3c-ad91-4498-befd-436b1a7e6df2,Can't login back on my phone cuz I do not know why,1
c0245cb4-f618-4873-a679-0d44a4e31087,Best International entertainment 👌,5
1057aafd-fb37-483a-9c0a-0e27c14ff5b6,It's just getting worse and worse day by day Today all of a sudden my messages are not getting sent they are stuck on sending and obviously not receiving messages too Why Instagram why this much of bugs and hangs Please look into it asap its not even a joke now,2
6907ef21-2f4f-4766-bdad-6ae6bcdaf6e8,Rajkumar Neti,1
486c9d61-29c8-442e-840b-83f7ae5bbdb8,So good,5
e7d94a40-41da-4df0-ac1a-c3ce51a41ee6,Love this app.,5
938b08a8-da8f-4f67-9113-faaa7df48004,good,5
95359baf-62ca-40a9-991b-156e44677748,Good app,5
ef4f692a-a003-476e-a2d9-360701f0b888,Singer kk raj,1
09cc975e-40f7-42ac-8c81-1fd02b3365d9,Nice,5
79f7471d-7e3e-49c3-9823-15fc9e1f8fff,Good application,5
e89a994f-5544-494f-a42c-1385fd507df7,0000😡,5
b2218ead-860f-4d8a-ad8f-80444a2efb69,Mst 😈🖇️,5
e45b5d10-4373-440e-9453-c18a4dd79899,Nice,4
00a9d1a1-d021-41a7-8faf-98a9c152eaad,Nice 🤞🤞🤞🤞,5
715ce729-14ba-4080-b1bf-dd3545f1f24c,Superb app,5
ec8c9cee-d70c-4eeb-89eb-9941552ccb71,Good,5
ca9c420d-4c62-4fc8-8920-00f8f3c2c2de,Useful,5
1f7425fc-6354-46de-b820-5eadf0f3af2e,Nice,5
63856fde-673f-4d08-8850-29b6b152de7e,It is not working properly since last few days. Not refreshing feeds. Chat list not displaying.,4
e73fa3e8-bf69-457e-9446-4e769302d87a,Good,5
c36f8755-f5ef-4047-9aab-f294a66e9950,Best,5
e276f4ec-185d-44e6-80db-e7efd9058fac,Plzz sir give a bonus option...Instagram is fabulous ❤️,3
47b631cd-ce23-46a3-8927-bec82f7940ee,Instagram account is my life ☺️ hai दुनिया में मुझे कौन नहीं जानता है I love brand 💕💕💕 इंस्टाग्राम के जनक को शत-शत प्रणाम अतुल कुमार ❤️💓💐🌹🌹📞☎️☎️📱📱📱📱⏲️⏲️⏲️🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮 बिटिया चौराहा पोस्ट वाल्टरगंज जिला बस्ती ग्राम बंगवा पिन कोड 272182 I am बस्ती 71 सारी दुनिया को पीछे छोड़ दूंगा बस तेरा साथ रहेगा मेरी जान है Instagram,5
43770ad3-a701-4211-ae3d-ce3eb1b6e574,Nice Reel aati he nice aap,4
f9603eb3-f611-4259-96f8-1f2bd7e8d986,Superb,5
4671938b-e483-45a5-b921-39f30397edfc,Sahi h,5
ae147672-b1d4-4f3d-9b17-e2a44f1dd956,1k follow please,1
144519c2-dcd1-43d1-8104-3c61c4778f12,Mery account pr comment nahi ho rahay or posts bhi nhi aa rahy couldn't refresh feed ka problem aa raha he Instagram team please solve my problem 🙏🙏🥺,1
97e286ac-bd85-4fea-90c0-afb63dd7c757,"Complete trash , highly disappointed I can't use the messanger feature and many more features of Insta",1
582eeb2b-dae5-436a-80eb-4eb4fc2bc104,The app used 16 gb of data!!,1
cbdbd5da-c820-407a-829b-eca09ca0c99a,It's nice,4
68063d03-dec9-4830-8a89-2c060c9cdc4f,❤️‍🔥,5
b79599ab-a66b-4c38-a8ad-df27560d34ce,𝒩𝒾𝒸𝑒,5
6849321a-1168-49df-93bd-2fac0a108072,It is the best video and picture posting app all over the world.,5
a769181b-6fa4-497f-b88d-a972594fc700,Very likely,5
fd05cfd5-bf64-4a6e-975d-7f75d7a4a3fa,Nyc,4
261dc9cb-8ebd-45df-8597-939fec2f591e,It is very excellent,5
d444d713-3c62-4d2c-bc4b-46740bd7d7aa,One tap login always fails. Been trying to login with username and password still fails. Similar issues with Facebook. When is Meta going to fix this?,2
61a22c1c-b694-470f-a5cc-f86ea02470de,🤗🤗🤗🤗🤗,4
47d9c826-dfe3-44b0-b27a-4eff9b29279c,👍👍,5
8b46fa2c-2f05-403d-87a2-838fc8192d70,I am ghasem soleymani,1
06401236-fd90-44a5-bfac-6eb8efd35f06,Nice app,4
db5d99cd-bf63-42b8-ac9d-d8f90f32fbeb,❤️❤️❤️❤️❤️,5
5ae01eff-6c37-490a-b0b1-3351bbc680be,i am downloading because they are not Glitter why,1
70150aaf-e6b2-4981-b4be-2e07e2617b4f,Fhfjfjvyhfung you are free to talk to talk to talk to me and the other side of my life I love the other side to talk to me and I love you too baby to sleep with my life and the other side hi I have a good and the same to you dear the other one in the other day and the,5
e3ac0b1a-df71-4364-ae18-457e9f9e0ca5,Pro,5
4c1ee195-3eb3-4926-98f6-3b8ab5733aeb,tezz,1
f9998c3c-d331-401c-8f0a-b746e325fd93,"I hope you will add a feature to add a favorite song in my Instagram profile, it will be fun and beautiful",5
5f58fa8e-80f7-4a59-a95d-e0196faf4f66,"ADDS Getting out of control, these things makes user leave you know. Congrats One user away 👍. Tiktok more fun and relevant now.",1
e15f75f8-c071-48ff-b045-01c8dd1b6119,I can't login to this app,1
d688d798-d94d-4dc0-9dd0-078bd6434891,Very very funny and interesting,5
525b8030-1324-43ca-b42b-98d15420724f,Amazing ❤❤,2
c34233f0-7697-495f-b66e-18ff9942e2a6,Good,2
b63f5319-a467-4cc5-b933-69c1297b068a,Amazing app,5
4a601ead-9edc-4257-a5de-6a83e3b0c7ed,Nice one,5
bd4654c9-932a-4b60-aacb-62f0512bf45d,Bahut achha,5
ca33e930-73a0-4f4f-9010-fca16853318a,Wonderful,5
911dc765-9446-40a8-be82-91f6563e4866,Super,5
f016752e-1019-454b-bd46-fae340ea0f59,Better for something something,5
d709663d-0fe1-4dfd-b9c5-32ec5c4c1427,Op,5
e42d63fc-6c37-413b-a2b1-d8a9fe23c44b,I love this app So much move .very useful app,5
5b746b50-e922-45f7-ad2a-fb115ff101e4,ভালো,5
288db79f-7667-4859-bce5-ae5a86ccab73,"Joined a few days ago, posted some nature photos I took myself. Account got disabled for no reason. No violation of any TOS. No information was given whatsoever. I verified my email and mobile. I've sent a selfie with face, hands, real name, user name and code over the app. They deleted my account less than 24 hours later saying they didn't receive an acceptable image. I get no second try, nothing. I can't even appeal anymore because someone decided I'm apparently not real.",1
4dd28f1d-4b8c-45a8-98a2-72f8c5406106,App is so nice Time wasting,5
6532fa21-0cf3-4e13-88b3-661cc692bf96,Wow,5
0f1616d0-a152-4136-8adc-8f4c28a9227b,My accounts keep getting banned for saying cuss words were is freedom of speech on this app,4
e30c9c32-7aae-4c75-af5c-5f6330cd08f9,"Super app, My lovely app",5
8403ca6d-5938-4d38-af72-01c9ab4d4bc7,Notes option is not showing i'd name yash_sinha_18,3
4eb2ba61-2eb7-4567-95fe-a4dc8b442326,Aaminkhanm,4
67529706-898d-44df-a5ea-2d5df3342c37,I'm giving only 1 star just because of it's not showing dark mode,5
2ae1ce34-3060-468e-a300-e762330a43eb,Cxc,5
6baaaf8d-e9a6-49ee-8bcd-f101b8e85aa9,Good,4
35054515-309b-417f-b93f-3af0a1fb3cbc,Bast app,5
4324eb0f-baee-4899-ae12-400dd267f69b,Many many ads it is broken heart,1
68cde451-9aa4-4b34-9d4a-888eb94461b5,GooD,5
c7fae416-1aa0-4bfc-80f6-e20edfe91ad6,It's good I love it so much you have a lot of filters that you can use and there are a lot of people who are not very nice but nice when you download it they show you how to use it u can shop they good every thing you need.,5
58a15fdb-7d2b-48a2-9d50-d3045ee572de,So cute app,5
94d1e160-fefc-49f7-80d8-6aa91fcab5d1,Awesome 😎❤️❤️,5
a5b046bb-4dae-480d-92d5-26fd453f0469,Very Nice super I like it,5
ed30356c-eec4-485f-b064-117bbab9c936,App is best but I'm unable to keep 60second story,4
5d07f867-2d23-41e5-8758-8250aa259447,Sagarsaini,5
528f506b-1bc5-480e-94ea-2376648f98a0,🥰👌 Good,5
e1b14c09-36c9-44f1-8f36-b910404010ea,Nice,5
7e3a410f-263f-4a52-a225-144d2e347948,I don't have nots,1
47ce7e6c-a9b8-47db-a437-4925e66646b5,Sunnyside,5
adde7866-0ba2-4d9b-be55-28960121ccad,Super App,5
ff7e307b-1e2d-4d31-8e0e-170355de841b,Instagram is good but nowadays my Instagram ID not working,5
b64aafcb-444f-400a-86bb-a0241cdda8a6,Once this app gets opened it suddenly closes....I'm not able to load my inbox and this app isn't operating fluently,5
c2808eae-2ed4-4689-95b4-ef8d95c1800f,Good,5
d9a8edec-0b17-4252-92cb-628b265d9f3a,nice,4
e5edd5ca-d816-4f33-94c0-22b5d3e25dc3,Good,5
bf1cd9a3-c891-4f6d-bb4a-52975fbeb041,Please download and fun,5
0ebefd23-8179-4ed1-a7dd-4ca044f0c5be,There are many bugs and glitches.. 🥺 Reply option not ❌ found in chat section. Please solve problem. Ok thanks 🙏.,1
8efca055-4017-4d9d-adab-1693ae1f0e14,Not get Viral ehy,5
d418d25e-b727-486f-8eef-1763e286d3e2,"A nice social Platform for , like everyone...",5
6bbe9080-2db3-4e0c-9116-29a3e7b5b716,Dirty app,5
1c5a0763-211c-4fb4-a54a-46f731583210,Best app,5
5d316d1b-8c20-4e78-a294-98e2d16f8720,Nice,4
1e24693c-e2b4-4a44-8bdf-907a34a9f702,Gud,5
1d81f1df-1d9d-40c2-b219-9216fe4258d4,I LOVE IT THIS APP 😻💗,5
6932cfcf-360b-4a3f-874d-67a0f1cbd0e1,This is a best app 🙂,5
3c8f60ce-8ac0-40ad-a0d3-518967cc7a97,Ravjirgo,4
2c52f30c-c78d-4a6d-8ce0-c4dbc89250fd,يارب تحملل,5
1e2e4213-6929-4605-b6ea-1d40d69fabfb,Supper,5
78830f9d-0a03-4753-bdeb-2d7a3da63e23,my experience hairstyle,5
89ab7dcb-7bf7-4bcc-b6e3-14427426a5a4,This is the best app for interteriment You can create your own reel in this We can earn money in this app,5
42d8d891-2472-4988-8a02-57c8803f875a,All will know what will i say,5
02e13174-32d4-4822-81e8-29986273e2ee,Please instagram bonus ka options la do,5
b3bbb2a9-d640-4962-be44-12da96266875,Take much time to upload story,1
7d9aaca9-79d3-4daa-af72-4418808a597d,عالییییییییییییییییییی,5
e7ca96e9-5d60-420f-87b0-2e375d6581ca,Nice,5
c9222efa-aaa9-4d61-b431-3358e0bea513,Love it,5
026f1471-cfd5-47b3-953f-62be67053f68,Nice to Aap Instragram you are very nice 👍👍 like you,5
9116137e-367d-4460-8571-9b368d77f9d2,"Everyone has notes except me. When someone tells me to see their notes, I say I can't. Plz update for Poco X4 Pro",1
2369cc81-0693-44dc-9074-f66649c6c8d9,Bhh,4
c3826c71-2f6f-4824-90a0-75fcc599682b,Bs private account ka option hta do(only removed private account options),5
68de6eb0-2a29-4625-ab53-d7580e42358d,Bekar app,5
568cf3b3-0505-4d4c-a4c7-5e94120407a3,Rohit ki gf nhi bani isse,1
78f7fa94-c15c-4a10-9dab-4e207a80dc4e,Ok,5
7072a3fe-137b-4379-942c-7d28e3d0bbf2,Thanks 6y Y Bbbnn Deß hi g3àã,5
aac594b3-34d5-40fb-b214-8204c113cd0e,Nice,5
8b0abab5-9814-4f13-9623-34da22a0ee31,Nice 👌 app,4
70c531c6-889c-42f7-b4ac-6df8192445b5,Good,5
78bf696e-3311-4c6f-ba91-2f76a3c46516,Very nice,5
8782cf53-c13b-466f-81f6-a9124fa4b1fa,Thank you so much for 15 follow 👆,5
2cf67600-b2d4-45fc-8ea0-e0e578689780,Slow,1
4ac4f543-b987-45f1-9fa1-03ecec97e866,"I don't know y but suddenly this app goes into a trance where we get notifications of dm but when we open them v can't reply to them. Messages don't deliver and the notes disappear, stories don't load even though the internet speed is quiet good and all apps are working normal. Instagram please fix this as fast as possible it is irritating even though I uninstalled and installed it many times thinking it's my problem but the problem continues.",2
108a8d3d-a453-4e01-b9a6-949f3da63ebe,super 4 ⭐,4
020ee7b4-f3cf-49f8-9590-0613938adc35,Very nice response of this app.,5
25ad4d55-6baa-4653-bae5-784c9c457bac,Massage not working in this app. Update this app right now.. Okkkk,1
759f3ce7-78d8-481a-8bd8-d617f4396288,Hi nice instagram,4
7cdf5bd0-035b-4350-9eef-39a1b2c8ded8,This app is who. Make country,5
2b8a89c1-ccc5-451a-aa9e-d56fdf812939,In this aap use nice. But music is not propar use searching parsonl song no use,4
25b517f9-f696-4c3d-a0d0-e123c1bf5822,Knowledgeable!!,4
5814e688-d11d-4117-b1a0-4ace27e80fde,It's amazing,5
828ed509-c417-42e4-9442-8a21489c2682,Kk,5
f34007b3-4ce0-4a59-975c-15b0cf2a3e1e,Cool,5
f2cf18c5-1e01-4575-8ded-8965fad8c1a6,Love this appp,4
ec030e46-9571-4f71-bf70-77d48c61c3b1,"It has some functional problems, but it's overall good.",4
37c584b2-a885-440f-a99d-51dcd3515060,Nice app,4
fb640d42-c275-42ed-ab60-cdd693ca6b72,Messaging is not working loading properly have to delete and again install it but still the problem persist,1
49dc48c7-cb9d-459c-82eb-eb36927870ad,Nice,5
b12b7fde-b088-4707-8c7e-2fbcbbdacaff,With the amount of advertisement propaganda that's on here is freaking ridiculous. You can follow a family targeted page and still get advertisement about nudies and prostitutes trying to sell themselves online. The ads are they dumbest thing in the world (not just the nudy girls). Every 2-3 post you get hit with a sponsored advertisement about something that's not even remotely relevant to what you follow or what you search or any of the data that they've collected on you. Remove the ads.,1
2d9990cd-544b-4ac9-a880-88fa1b04a806,Very nice,5
3c359485-da91-481c-b078-a6bd43290f89,Good app,5
989a7b81-ea43-4aa9-9d0a-f31a0ee69b6e,Stress buster,5
655655ff-3fc4-476a-93b2-4122311f850c,Thank you so much insta🥰,5
cb56be87-7cc6-4ee5-82d5-bfe87052e83b,Superb!,4
7607f4f0-753f-402f-8432-0272081869f7,First india's unique social media app,3
f1ad02e4-d8aa-4a4b-898e-71520125062a,New futures Thanx My story is no deleted,5
873d8fba-dcb2-4cca-b4b9-e7276e42d4eb,Have a lot of glitches,5
4a2a3eed-5108-4d05-8bf6-66e8a40003f7,Please virel my video,5
3a559754-90fc-438a-b4e8-ef2973fd8d05,I haven't had money 🤑💰 or CASHBACK on Instagram... Why I will use it??,1
64ae9c86-451a-4702-a573-a0d423e21dd4,❤❤,5
ad39c0fd-4070-41e3-8ecd-87e69565c9dd,Best💯,5
ddb6b1c3-830c-43bd-8e7c-c2f67eedd0b2,i Love instgram,5
35a2dec6-c76e-4835-87a8-a6df5a1184e7,It's fantastic aap,5
8575415f-9965-474a-a014-c06346f40380,This app is very good,5
d4258bd3-22c5-40d6-ad80-cd984e101178,"The App is not loading anything, the stories, the posts, not even profile. Messages are not loading. I cleared Cache, Data still nothing works. The spinner just keeps on spinning while loading. Not able to logout also. New Update Also Not Working on S22 Ultra. Working correctly on iOS.",1
5360f836-5305-42aa-99bb-ef6334c34250,The new feature of so called notes has been disappeared from my account since the last month and idk why but my friends are still able to use it... Also I suggest to add a option to view who doesn't follow you back like there's an option of accounts you don't follow back lol would be a great help!,3
1729587e-3b1f-496b-b12f-f118698530c6,Great app I hope u all like it it's very cool and satisfying 🙂😊😊😊,5
117de2ef-3343-411a-b3d2-24a148c96c29,I like it,5
f3ed356c-70d1-4989-897b-1330a7003e93,Thanks for your support ❤️ lover shorts video ☺️,1
514d131a-737a-459d-8c2f-a71896c375c5,Good,5
4e235d9c-2094-42f4-be67-aaf4f11715bb,رائع بجد♥♥♥♥♥♥♥♥,5
85f641c4-e8f3-4a7a-96e4-564b2b0a4cdb,Bekar,1
08a25a3c-51a2-4fcc-b05a-a1039ddb9e66,Good,4
020aeeb0-94d5-4df7-bd9f-b0592ff59409,Im Not Getting New Feature,3
829add03-261c-4ba9-b976-78201bab6d7f,No famous reel,1
f7759973-b313-42ac-aa38-2b63e7ae8427,Best app,5
92da808c-ef50-46ee-9f8d-2721f18ab486,Good,5
c142eaf9-44df-47d5-8ad6-d3ef485fcaa6,Instagram is very best aap,5
09369bc8-c1b6-45af-92d6-825247de3be4,Super app,5
